"Canada","20121123 13:30:00","Bank of Canada Consumer Price Index Core (YoY)","","1.200  %","1.300  %","2"
"Canada","20121123 13:30:00","Consumer Price Index - Core (MoM)","","","0.000  %","2"
"Canada","20121123 13:30:00","Consumer Price Index (MoM)","","0.100  %","0.200  %","2"
"Mexico","20121123 14:00:00","Jobless Rate","","","5.010  %","1"
"Mexico","20121123 14:00:00","Jobless Rate s.a","","","4.660  %","1"
"Belgium","20121123 14:00:00","Leading Indicator","",""," -13.500 ","1"
"Mexico","20121123 15:00:00","Accumulated Current Account/GDP","","","-0.300  %","1"
"Peru","20121123 15:00:00","Current account","",""," -1.300 ","1"
"Mexico","20121123 15:00:00","Current Account, $ (QoQ)","","","$ 440.000 ","1"
"Colombia","20121123 17:00:00","National Jobless Rate","","","9.900  %","1"
"Colombia","20121123 19:00:00","Interest rate","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20121124 12:00:00","EU FinMin Teleconference on Greece","","","","3"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20121125 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20121126 01:00:00","BoJ's Governor Shirakawa Speech","","","","2"
"European Monetary Union","20121126 08:00:00","EcoFin Meeting","","","","2"
"Switzerland","20121126 08:15:00","Employment Level (QoQ)",""," 4.088 "," 4.072 ","2"
"Germany","20121126 12:00:00","Gfk Consumer Confidence Survey",""," 6.200 "," 6.300 ","2"
"Turkey","20121126 12:30:00","Capacity Utilization","","","74.900  %","1"
"Turkey","20121126 12:30:00","Manufacturing Confidence","",""," 102.400 ","1"
"United States","20121126 13:30:00","Chicago Fed National Activity Index ",""," 0.180 "," 0.000 ","1"
"Mexico","20121126 14:00:00","Trade Balance s/a, $","","","$ 0.437 ","1"
"Mexico","20121126 14:00:00","Trade Balance, $","","","$ 0.234 ","1"
"United States","20121126 15:30:00","Dallas Fed Manufacturing Business Index",""," 2.000 "," 1.800 ","1"
"New Zealand","20121126 21:45:00","Trade Balance (MoM)","","$ -536.000 ","$ -791.000 ","2"
"New Zealand","20121126 21:45:00","Exports","","$ 3.610 ","$ 3.310 ","1"
"New Zealand","20121126 21:45:00","Imports","","$ 4.170 ","$ 4.100 ","1"
"New Zealand","20121126 21:45:00","Trade Balance (YoY)","","$ -1.230 ","$ -0.890 ","1"
"Japan","20121126 23:50:00","Corporate Service Price (YoY)","","","-0.500  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20121127 07:00:00","UBS Consumption Indicator","",""," 1.070 ","2"
"United Kingdom","20121127 09:30:00","Gross Domestic Product (QoQ)","","1.000  %","-0.400  %","2"
"United Kingdom","20121127 09:30:00","Gross Domestic Product (YoY)","","0.000  %","-0.500  %","2"
"United Kingdom","20121127 09:30:00","Total Business Investment (YoY)","","","3.100  %","2"
"Hungary","20121127 13:00:00","MNB Interest Rate Decision","","","6.250  %","1"
"United States","20121127 13:30:00","Durable Goods Orders","","-0.600  %","9.900  %","2"
"United States","20121127 13:30:00","Durable Goods Orders ex Transportation","","-0.500  %","2.000  %","2"
"United States","20121127 13:30:00","Fed's Bernanke Speech","","","","2"
"United States","20121127 13:55:00","Redbook index (YoY)","","","1.800  %","1"
"United States","20121127 13:55:00","Redbook index (MoM)","","","0.000  %","1"
"United States","20121127 14:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","2.900  %","2.000  %","1"
"United States","20121127 15:00:00","Consumer Confidence",""," 73.000 "," 72.200 ","2"
"United States","20121127 15:00:00","Housing Price Index (MoM)","","0.400  %","0.700  %","2"
"United States","20121127 15:00:00","Richmond Fed Manufacturing Index",""," -2.000 "," -7.000 ","1"
"United States","20121127 16:30:00","4-Week Bill Auction","","","0.155  %","1"
"Korea Republic of","20121127 23:00:00","Current Account Balance","",""," 4.310 ","1"
"United States","20121127 23:00:00","Fed's Evans Speech","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"United States","20121128 12:00:00","MBA Mortgage Applications","","","-2.200  %","1"
"Germany","20121128 13:00:00","Consumer Price Index (YoY)","","1.900  %","2.000  %","3"
"Germany","20121128 13:00:00","Consumer Price Index (MoM)","","-0.100  %","0.000  %","2"
"Germany","20121128 13:00:00","Harmonised Index of Consumer Prices (MoM)","","-0.100  %","0.000  %","2"
"Germany","20121128 13:00:00","Harmonised Index of Consumer Prices (YoY)","","1.900  %","2.100  %","3"
"United States","20121128 15:00:00","New Home Sales (MoM)",""," 0.390 "," 0.389 ","2"
"United States","20121128 15:00:00","New Home Sales Change (MoM)","","-0.800  %","5.700  %","1"
"United States","20121128 15:30:00","EIA Crude Oil Stocks change",""," 0.400 "," -1.466 ","1"
"United States","20121128 17:15:00","Fed's Tarullo speech","","","","1"
"Switzerland","20121128 17:15:00","SNB Chairman Jordan Speech","","","","2"
"United States","20121128 19:00:00","Fed's Beige Book","","","","2"
"Brazil","20121128 21:00:00","Interest Rate Decision","","","7.500  %","1"
"Japan","20121128 23:50:00","Foreign bond investment","","","¥ 378.400 ","1"
"Japan","20121128 23:50:00","Foreign investment in Japan stocks","","","¥ -79.000 ","1"
"Japan","20121128 23:50:00","Retail Trade s.a (MoM)","","1.000  %","-3.600  %","1"
"Japan","20121128 23:50:00","Large Retailer's Sales","","-2.200  %","-1.000  %","2"
"Japan","20121128 23:50:00","Retail Trade (YoY)","","-0.700  %","0.400  %","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20121129 00:00:00","HIA New Home Sales (MoM)","","","-3.700  %","2"
"New Zealand","20121129 02:00:00","RBNZ Business Confidence","","","17.200  %","2"
"Switzerland","20121129 06:45:00","Gross Domestic Product (YoY)","","0.900  %","0.500  %","2"
"Switzerland","20121129 06:45:00","Gross Domestic Product s.a. (QoQ)","","0.200  %","-0.100  %","2"
"United Kingdom","20121129 07:00:00","Nationwide Housing Prices n.s.a (YoY)","","-0.900  %","-0.900  %","2"
"Germany","20121129 08:55:00","Unemployment Change",""," 15.000 "," 20.000 ","2"
"Italy","20121129 09:30:00","10-y Bond Auction ","","","4.920  %","2"
"United Kingdom","20121129 09:30:00","Mortgage Approvals",""," 51.500 "," 50.024 ","2"
"United Kingdom","20121129 09:30:00","Net Lending to Individuals (MoM)","","","£ 1.700 ","2"
"European Monetary Union","20121129 10:00:00","Business Climate",""," -1.600 "," -1.620 ","2"
"United Kingdom","20121129 10:30:00","BoE's Governor King Speech","","","","2"
"United Kingdom","20121129 10:30:00","Financial Stability Report","","","","2"
"United States","20121129 13:30:00","Core Personal Consumption Expenditures (QoQ)","","","1.800  %","2"
"Canada","20121129 13:30:00","Current Account",""," -18.000 "," -16.020 ","1"
"United States","20121129 13:30:00","Gross Domestic Product Annualized","","2.800  %","2.000  %","3"
"United States","20121129 13:30:00","Gross Domestic Purchases Price Index","","2.800  %","2.900  %","2"
"Canada","20121129 13:30:00","Industrial Product Price (MoM)","","-0.100  %","0.500  %","1"
"Canada","20121129 13:30:00","Raw Material Price Index","","-0.900  %","1.300  %","1"
"United States","20121129 13:30:00","Initial Jobless Claims",""," 390.000 "," 410.000 ","1"
"United States","20121129 13:30:00","Continuing Jobless Claims",""," 3.323 "," 3.337 ","1"
"United States","20121129 13:30:00","Personal Consumption Expenditures Prices (QoQ)","","","2.500  %","2"
"United States","20121129 15:00:00","Pending Home Sales (MoM)","","0.800  %","0.300  %","2"
"United States","20121129 15:00:00","Pending home sales (YoY)","","","14.500  %","2"
"United States","20121129 15:30:00","EIA Natural Gas Storage change",""," -5.000 "," -38.000 ","1"
"United States","20121129 16:00:00","Kansas Fed manufacturing activity",""," -3.000 "," -6.000 ","1"
"New Zealand","20121129 21:45:00","Building Permits s.a. (MoM)","","0.000  %","7.800  %","1"
"Korea Republic of","20121129 23:00:00","Industrial Output (YoY)","","","0.300  %","1"
"Korea Republic of","20121129 23:00:00","Industrial Output Growth","","","-0.700  %","1"
"Korea Republic of","20121129 23:00:00","Service Sector Output","","","-0.300  %","1"
"Japan","20121129 23:13:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","",""," 46.900 ","2"
"Japan","20121129 23:30:00","Jobs/applicants ratio",""," 0.800 "," 0.810 ","1"
"Japan","20121129 23:30:00","National Consumer Price Index (YoY)","","-0.400  %","-0.300  %","2"
"Japan","20121129 23:30:00","National CPI Ex Food, Energy (YoY)","","-0.500  %","-0.600  %","2"
"Japan","20121129 23:30:00","National CPI Ex-Fresh Food (YoY)","","-0.100  %","-0.100  %","2"
"Japan","20121129 23:30:00","Tokyo Consumer Price Index (YoY)","","","-0.800  %","2"
"Japan","20121129 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","","-1.000  %","2"
"Japan","20121129 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","-0.400  %","-0.400  %","2"
"Japan","20121129 23:30:00","Overall Household Spending (YoY)","","-0.900  %","-0.900  %","2"
"Japan","20121129 23:30:00","Unemployment Rate","","4.200  %","4.200  %","2"
"Japan","20121129 23:50:00","Industrial Production (YoY)","","-8.000  %","-8.100  %","1"
"Japan","20121129 23:50:00","Industrial Production (MoM)","","-1.800  %","-4.100  %","1"
"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20121130 00:01:00","Gfk Consumer Confidence",""," -30.000 "," -30.000 ","2"
"Japan","20121130 05:00:00","Annualized Housing Starts",""," 0.852 "," 0.888 ","2"
"Japan","20121130 05:00:00","Housing Starts (YoY)","","10.100  %","15.500  %","2"
"Germany","20121130 07:00:00","Retail Sales (YoY)","","1.200  %","-3.100  %","2"
"European Monetary Union","20121130 08:00:00","ECB President Draghi's Speech","","","","2"
"Switzerland","20121130 08:00:00","KOF Leading Indicator",""," 1.600 "," 1.670 ","2"
"Germany","20121130 09:00:00","Bundestag vote on Greek aid","","","","2"
"European Monetary Union","20121130 10:00:00","Consumer Price Index (YoY)","","2.500  %","2.500  %","2"
"European Monetary Union","20121130 10:00:00","Unemployment Rate","","11.700  %","11.600  %","2"
"South Africa","20121130 12:00:00","Trade Balance (in Rands)","",""," -12.200 ","1"
"Brazil","20121130 12:30:00","Nominal Budget Balance","",""," -12.254 ","1"
"Brazil","20121130 12:30:00","Primary Budget Surplus","",""," 1.591 ","1"
"United States","20121130 13:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","0.200  %","0.100  %","2"
"United States","20121130 13:30:00","Core Personal Consumption Expenditure - Prices Index (YoY)","","1.700  %","1.700  %","3"
"Canada","20121130 13:30:00","Gross Domestic Product (MoM)","","0.100  %","-0.100  %","2"
"Canada","20121130 13:30:00","Gross Domestic Product (YoY) ","","1.200  %","1.200  %","2"
"Canada","20121130 13:30:00","Gross Domestic Product Annualized (QoQ)","","0.900  %","1.800  %","2"
"United States","20121130 13:30:00","Personal Consumption Expenditures - Price Index (MoM)","","0.200  %","0.400  %","1"
"United States","20121130 13:30:00","Personal Consumption Expenditures - Price Index (YoY)","","1.800  %","1.700  %","2"
"United States","20121130 13:30:00","Personal Income (MoM)","","0.200  %","0.400  %","2"
"United States","20121130 13:30:00","Personal Spending","","0.200  %","0.800  %","2"
"Chile","20121130 14:00:00","Unemployment rate","","","","1"
"United States","20121130 14:45:00","Chicago Purchasing Managers' Index",""," 51.200 "," 49.900 ","1"
"Mexico","20121130 15:00:00","Central Bank Interest Rate","","","4.500  %","1"
"Poland","20121130 15:00:00","Gross Domestic Product Qtr (YoY)","","","2.400  %","1"
"Mexico","20121130 20:30:00","Fiscal Balance, pesos","",""," -8.800 ","1"
"country","date","name","actual","consensus","previous","volatility"
"China","20121201 01:00:00","NBS Manufacturing PMI",""," 50.800 "," 50.200 ","2"
"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20121202 21:45:00","Terms of Trade Index","","","-2.600  %","1"
"Australia","20121202 22:30:00","AiG Performance of Mfg Index","",""," 45.200 ","1"
"Korea Republic of","20121202 23:00:00","Consumer Price Index Growth","","","0.700  %","1"
"Korea Republic of","20121202 23:00:00","Consumer Price Index Growth (YoY)","","","1.200  %","1"
"Australia","20121202 23:30:00","TD Securities Inflation (MoM)","","","0.100  %","1"
"Australia","20121202 23:30:00","TD Securities Inflation (YoY)","","","2.400  %","2"
"Japan","20121202 23:50:00","Capital Spending","","4.500  %","7.700  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20121203 08:15:00","Real Retail Sales (YoY)","","2.300  %","5.400  %","2"
"Switzerland","20121203 08:30:00","KOF Leading Indicator","",""," 1.500 ","2"
"Germany","20121203 08:53:00","Markit Manufacturing PMI",""," 46.800 "," 46.000 ","2"
"United Kingdom","20121203 09:28:00","Markit Manufacturing PMI",""," 48.000 "," 47.500 ","2"
"United Kingdom","20121203 10:00:00","10-y Bond Auction","","","1.815  %","2"
"Ireland","20121203 12:00:00","Consumer Confidence","",""," 67.700 ","1"
"Czech Republic","20121203 13:00:00","Budget Balance","",""," -67.020 ","1"
"United States","20121203 13:58:00","Markit Manufacturing PMI",""," 51.200 "," 51.000 ","2"
"United States","20121203 14:00:00","ISM Prices Paid",""," 54.300 "," 55.000 ","2"
"United States","20121203 15:00:00","Construction Spending (MoM)","","0.500  %","0.600  %","2"
"United States","20121203 15:00:00","ISM Manufacturing PMI",""," 51.500 "," 51.700 ","2"
"Brazil","20121203 17:00:00","Trade Balance","",""," 1.662 ","1"
"United States","20121203 18:40:00","Fed's Bullard speech","","","","1"
"Argentina","20121203 21:00:00","Tax Revenue (MoM)","",""," 57.380 ","1"
"United States","20121203 22:00:00","Total Vehicle Sales",""," 14.800 "," 14.300 ","1"
"Japan","20121203 23:50:00","Monetary Base (YoY)","","11.400  %","10.800  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20121204 00:30:00","Current Account Balance","",""," -11.800 ","2"
"Japan","20121204 01:30:00","Labor Cash Earnings (YoY)","","0.400  %","0.000  %","2"
"Australia","20121204 03:30:00","RBA Interest Rate Decision","","3.000  %","3.250  %","2"
"Australia","20121204 03:30:00","RBA Rate Statement","","","","2"
"European Monetary Union","20121204 09:00:00","EcoFin Meeting","","","","2"
"United Kingdom","20121204 09:30:00","PMI Construction",""," 50.500 "," 50.900 ","2"
"European Monetary Union","20121204 10:00:00","Producer Price Index (MoM)","","0.000  %","0.200  %","2"
"European Monetary Union","20121204 10:00:00","Producer Price Index (YoY)","","2.500  %","2.700  %","2"
"Singapore","20121204 13:30:00","Purchasing Managers Index","",""," 48.300 ","1"
"United States","20121204 13:55:00","Redbook index (MoM)","","","0.800  %","1"
"United States","20121204 13:55:00","Redbook index (YoY)","","","4.500  %","1"
"Canada","20121204 14:00:00","BoC Interest Rate Decision","","1.000  %","1.000  %","3"
"Canada","20121204 14:00:00","BOC Rate Statement","","","","3"
"Mexico","20121204 14:00:00","Consumer Confidence","",""," 94.900 ","1"
"Mexico","20121204 14:00:00","Consumer Confidence s.a","",""," 96.800 ","1"
"United States","20121204 14:45:00","ISM New York index","",""," 45.900 ","1"
"Denmark","20121204 15:00:00","Currency Reserves","",""," 513.500 ","1"
"United States","20121204 15:45:00","Fed's Tarullo speech","","","","1"
"Australia","20121204 22:30:00","AiG Performance of Services Index","",""," 42.800 ","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20121205 00:30:00","Gross Domestic Product (QoQ)","","0.600  %","0.600  %","2"
"Australia","20121205 00:30:00","Gross Domestic Product (YoY)","","3.200  %","3.700  %","2"
"Germany","20121205 08:53:00","Markit Services PMI",""," 48.000 "," 48.400 ","2"
"United Kingdom","20121205 09:28:00","Markit Services PMI",""," 51.100 "," 50.600 ","2"
"European Monetary Union","20121205 10:00:00","Retail Sales (YoY)","","-0.800  %","-0.800  %","2"
"United States","20121205 12:00:00","MBA Mortgage Applications","","","-0.900  %","1"
"United Kingdom","20121205 12:30:00","Autumn Forecast Statement","","","","2"
"United States","20121205 13:15:00","ADP Employment Change",""," 125.000 "," 158.000 ","2"
